SampleID,genus_shannon,genus_evenness,genus_richness,species_shannon,species_evenness,species_richness
108_V2,0.25584214704520647,0.011406283790115409,93,0.47681691248239655,0.0062608855642391536,178
108_V3,2.5276835892613327,0.018230608772260695,263,3.1593683737102065,0.01014744324390156,581
108_V4,2.3496576589167146,0.013860618849362473,259,2.8146061451709956,0.00614073882968877,649
108_V5,2.583715793753275,0.015962246424656483,273,3.093030367584052,0.007283612064183684,687
108_V6,1.7400731383350385,0.009116809566685395,194,2.3732800696079073,0.006961101991079958,386
108_V7,2.70075284171139,0.01626085763362803,253,3.3622839046705875,0.013842356676731074,504
108_V8,2.7826051242661087,0.01334377230207492,347,3.9398829456039173,0.01296323503089319,599
108_V9,0.932257280538982,0.004170358563453906,317,1.2897438362706188,0.002464208012153427,575
109_S1,2.7917564866217592,0.017923629970203983,296,3.3776301741312187,0.009681266086617419,591
109_S4F,1.956619837466805,0.006517562822575022,345,3.1927571644995223,0.007318695480856029,619
109_S5,2.8123762623517625,0.009161585910113998,474,4.061619299728197,0.009825974938271876,904
109_V1,0.6605291199161072,0.013798761281205062,89,1.1191456305314786,0.007200110871558177,193
109_V3,1.6491397626550806,0.011436930852652539,174,2.7265090815649735,0.007007632462540288,424
109_V5,2.1730072363678716,0.010743343905052162,283,3.004216986326058,0.007007433745877459,585
109_V6,1.4088714812570142,0.004386489395029688,356,2.4592491637828107,0.003624835780444781,692
110_V10,1.7113802232881823,0.008392991403164948,263,3.070771503839084,0.009297813652756122,462
110_V11,1.189690119944614,0.004702757606917048,316,2.700252077870712,0.006747833340683868,528
110_V12,1.0174095942463095,0.005192720409948109,270,2.563737287871848,0.007280554171183419,475
110_V7,2.33207747988934,0.025693302445200655,160,2.999776401569375,0.015447477722763872,329
110_V8,1.7025595339796233,0.01003804934419938,251,3.0881964735762777,0.012414226961258108,443
110_V9,1.9526094064233048,0.010006393913202394,250,3.182152565909468,0.010510693689496172,462
111_V2,0.3109491863705413,0.013143324449402574,83,0.48479457806526444,0.005541183636353001,203
112_A1,1.4338629254590862,0.004449877638685068,394,2.745045725727936,0.004640773832226094,710
112_A2,2.3434440049551153,0.005952706786809052,513,4.021212227361014,0.0076656833026248015,969
112_A2F,1.8375581062622546,0.004061565919367388,490,3.7362849634774187,0.006629092890416172,898
112_S_1,0.47652604468481174,0.008066135482722343,138,0.9444027762089858,0.004829545919579331,281
112_V10,2.6379395936119434,0.007662150968979187,514,4.241395713832528,0.009821933369523377,1000
112_V11,2.781856613036671,0.00810125821122374,532,4.181755165495319,0.008965613703922841,1036
112_V12,2.7546885175166227,0.005866124676008395,577,4.271706993528505,0.007220181258099546,1129
112_V3,1.5539697547253721,0.006587505515297507,248,1.8053244711559284,0.002733535889341734,594
112_V6,0.9786458708709157,0.020516815608562045,86,1.3120982372122203,0.010140618016474692,190
112_V7,0.9994774963129989,0.007425094810876007,220,1.4579396963632132,0.004742725351566448,435
112_V8,1.9114263312235877,0.007382871439264187,342,3.1206158723732718,0.007064565966523402,755
112_V9,2.468745464801027,0.008629968365732765,433,3.667127669979707,0.007824599582835172,798
113_V6,0.8248894028140114,0.0077036775538777465,168,1.7146016518854479,0.007202819861797284,290
113_V8,1.1231267403529603,0.004248002812380634,346,2.569391977657533,0.0034367881849579037,797
114_V6,2.0773759937005796,0.013813209335920191,202,2.2952693851661747,0.005176822297995951,535
